Area Code,Area Code (M49),M49 Code,Area,Item Code (FBS),Item Code,Item,Year,target_year,result_type,food_supply_kcal_cap_day,eligible_for_2024_scoring,scoring_exclusion_reason,predicted_shortage_probability,risk_band,predicted_shortage_warning,evidence_review_level,eligible_for_headline_ranking,headline_ranking_exclusion_reason,missing_locked_feature_count,numeric_features_outside_training_range_count,non_year_features_outside_training_range_count,unknown_model_category_count,pair_has_historical_training_support,pair_historical_rows,pair_historical_shortages,pair_historical_shortage_rate,pair_predictor_year_start,pair_predictor_year_end,production_status,recorded_element_count,source_absent_element_count,source_present_missing_element_count,recorded_zero_element_count,recorded_negative_element_count,supply_outcome_recorded_count,supply_outcomes_complete,negative_domestic_supply_flag
75,'270,270,Gambia,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,102.9,True,Eligible for prospective scoring,0.3233645743145742,High warning: 30% or more,1,Within usual historical support,True,Eligible for headline ranking inputs,13,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,Recorded positive production,17,1,2,4,0,5,True,False
226,'800,800,Uganda,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,106.69,True,Eligible for prospective scoring,0.3181731435231435,High warning: 30% or more,1,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,19,1,0,2,0,5,True,False
197,'694,694,Sierra Leone,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,60.67,True,Eligible for prospective scoring,0.2914373015873017,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,23,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,No production source row,14,5,1,3,0,5,True,False
196,'690,690,Seychelles,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,25.79,True,Eligible for prospective scoring,0.27994271284271294,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,38,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,No production source row,13,7,0,3,0,5,True,False
72,'262,262,Djibouti,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,14.95,True,Eligible for prospective scoring,0.2715001942501942,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,45,1,0,0,True,4.0,2.0,0.5,2011.0,2021.0,No production source row,12,8,0,1,0,5,True,False
81,'288,288,Ghana,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,44.08,True,Eligible for prospective scoring,0.2705971936560172,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,18,2,0,4,0,5,True,False
20,'072,072,Botswana,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,91.82,True,Eligible for prospective scoring,0.26433539793539784,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,5.0,0.38461538461538464,2010.0,2022.0,Recorded positive production,19,1,0,3,1,5,True,False
147,'516,516,Namibia,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,43.35,True,Eligible for prospective scoring,0.2529823953823953,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,6,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,17,3,0,4,0,5,True,False
226,'800,800,Uganda,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,90.7,True,Eligible for prospective scoring,0.25139516594516603,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,18,1,1,4,0,5,True,False
159,'566,566,Nigeria,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,99.49,True,Eligible for prospective scoring,0.25011277056277054,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,8,4,3,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,17,2,1,1,1,5,True,False
136,'478,478,Mauritania,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,115.13,True,Eligible for prospective scoring,0.24293961038961043,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,13,1,0,0,True,13.0,6.0,0.46153846153846156,2010.0,2022.0,Recorded positive production,16,4,0,3,0,5,True,False
209,'748,748,Eswatini,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,294.82,True,Eligible for prospective scoring,0.24105815295815303,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,1,1,3,0,5,True,False
195,'686,686,Senegal,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,15.27,True,Eligible for prospective scoring,0.24045991230991254,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,16,1,0,0,True,8.0,0.0,0.0,2015.0,2022.0,Recorded positive production,15,4,1,3,0,5,True,False
197,'694,694,Sierra Leone,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,54.14,True,Eligible for prospective scoring,0.2389334554334553,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,17,3,0,3,0,5,True,False
7,'024,024,Angola,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,38.23,True,Eligible for prospective scoring,0.2385874458874458,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,2,0,2,1,5,True,False
195,'686,686,Senegal,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,139.73,True,Eligible for prospective scoring,0.22597539682539675,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,0,0,5,True,False
215,'834,834,United Republic of Tanzania,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,55.53,True,Eligible for prospective scoring,0.22355454545454548,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,7,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,2,0,1,1,5,True,False
81,'288,288,Ghana,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,109.93,True,Eligible for prospective scoring,0.2219165223665224,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,22,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,No production source row,16,4,0,1,1,5,True,False
202,'710,710,South Africa,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,16.21,True,Eligible for prospective scoring,0.22168737928737925,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,12.0,0.0,0.0,2011.0,2022.0,Recorded positive production,18,2,0,1,1,5,True,False
130,'454,454,Malawi,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,40.27,True,Eligible for prospective scoring,0.22157590187590195,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,1,2,2,1,5,True,False
107,'384,384,Côte d'Ivoire,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,48.51,True,Eligible for prospective scoring,0.21963275613275593,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,3,0,2,0,5,True,False
124,'434,434,Libya,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,110.67,True,Eligible for prospective scoring,0.21932366522366536,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,26,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Source-present missing production,14,4,2,1,1,5,True,False
233,'854,854,Burkina Faso,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,120.31,True,Eligible for prospective scoring,0.21739559884559884,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,2,0,5,True,False
226,'800,800,Uganda,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,123.62,True,Eligible for prospective scoring,0.2110762681762682,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,17,2,1,3,0,5,True,False
250,'180,180,Democratic Republic of the Congo,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,36.31,True,Eligible for prospective scoring,0.20995158730158725,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,Recorded positive production,17,2,1,1,1,5,True,False
124,'434,434,Libya,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,20.16,True,Eligible for prospective scoring,0.20764913419913417,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,18,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,15,4,1,2,0,5,True,False
136,'478,478,Mauritania,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,53.83,True,Eligible for prospective scoring,0.20726298701298704,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,Recorded positive production,17,3,0,3,0,5,True,False
122,'426,426,Lesotho,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,41.04,True,Eligible for prospective scoring,0.2024513431013431,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,30,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,No production source row,13,6,1,2,0,5,True,False
181,'716,716,Zimbabwe,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,29.39,True,Eligible for prospective scoring,0.20013932178932176,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,5.0,0.38461538461538464,2010.0,2022.0,Recorded positive production,17,3,0,2,0,5,True,False
147,'516,516,Namibia,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,75.74,True,Eligible for prospective scoring,0.19358455988455983,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,25,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,No production source row,15,5,0,2,0,5,True,False
158,'562,562,Niger,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,169.77,True,Eligible for prospective scoring,0.19339319569319566,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,8,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,3,0,3,0,5,True,False
184,'646,646,Rwanda,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,166.63,True,Eligible for prospective scoring,0.19159444444444437,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,17,1,2,4,0,5,True,False
181,'716,716,Zimbabwe,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,21.25,True,Eligible for prospective scoring,0.1908459116047351,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,3,0,4,False,False
114,'404,404,Kenya,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,67.32,True,Eligible for prospective scoring,0.19042222222222235,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,7,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,18,0,2,5,0,5,True,False
158,'562,562,Niger,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,42.89,True,Eligible for prospective scoring,0.18861818181818193,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,16,3,1,3,0,5,True,False
250,'180,180,Democratic Republic of the Congo,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,29.41,True,Eligible for prospective scoring,0.18667806637806647,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,8,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,2,0,5,True,False
137,'480,480,Mauritius,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,5.49,True,Eligible for prospective scoring,0.1861626984126985,Warning: 13% to below 30%,1,Limited evidence: priority manual review,False,Limited evidence support; retained in the warning register but excluded from headline ranking calculations,26,4,3,0,False,0.0,0.0,,0.0,0.0,Recorded positive production,16,3,1,4,0,5,True,False
226,'800,800,Uganda,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,23.54,True,Eligible for prospective scoring,0.18523542568542575,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,Recorded positive production,17,3,0,2,0,5,True,False
114,'404,404,Kenya,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,184.04,True,Eligible for prospective scoring,0.18430692640692642,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,19,0,1,3,0,5,True,False
226,'800,800,Uganda,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,649.54,True,Eligible for prospective scoring,0.18218196248196245,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,19,1,0,3,0,5,True,False
75,'270,270,Gambia,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,46.21,True,Eligible for prospective scoring,0.1820274891774892,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,13.0,5.0,0.38461538461538464,2010.0,2022.0,Recorded positive production,17,3,0,4,0,5,True,False
4,'012,012,Algeria,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,44.5,True,Eligible for prospective scoring,0.171652380952381,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,8,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded zero production,17,2,1,6,0,5,True,False
122,'426,426,Lesotho,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,217.18,True,Eligible for prospective scoring,0.17054365079365083,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,3,0,2,0,5,True,False
130,'454,454,Malawi,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,22.52,True,Eligible for prospective scoring,0.16975476190476177,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,2,0,5,0,5,True,False
197,'694,694,Sierra Leone,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,33.8,True,Eligible for prospective scoring,0.16944170274170278,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,6,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,3,0,4,0,5,True,False
196,'690,690,Seychelles,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,285.64,True,Eligible for prospective scoring,0.16861063381063385,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,27,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,No production source row,16,4,0,5,0,5,True,False
59,'818,818,Egypt,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,25.94,True,Eligible for prospective scoring,0.1685497113997114,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,18,2,0,2,0,5,True,False
45,'174,174,Comoros,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,158.11,True,Eligible for prospective scoring,0.16704603174603164,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,29,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,No production source row,13,5,2,3,0,5,True,False
209,'748,748,Eswatini,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,30.18,True,Eligible for prospective scoring,0.16398427128427134,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,13,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,Recorded positive production,16,4,0,4,0,5,True,False
215,'834,834,United Republic of Tanzania,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,99.68,True,Eligible for prospective scoring,0.16333063603063605,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,2,2,1,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,18,1,1,1,0,5,True,False
158,'562,562,Niger,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,709.93,True,Eligible for prospective scoring,0.16190223665223674,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,1,0,5,True,False
251,'894,894,Zambia,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,72.71,True,Eligible for prospective scoring,0.1612453601953602,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,Recorded positive production,19,1,0,1,0,5,True,False
137,'480,480,Mauritius,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,26.59,True,Eligible for prospective scoring,0.15904436090225565,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,13,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded zero production,17,3,0,7,0,5,True,False
74,'266,266,Gabon,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,143.88,True,Eligible for prospective scoring,0.15850324675324673,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,6,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,4,0,5,True,False
181,'716,716,Zimbabwe,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,247.89,True,Eligible for prospective scoring,0.15382034632034638,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,0,0,5,True,False
90,'324,324,Guinea,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,72.57,True,Eligible for prospective scoring,0.1528498737373738,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,3,0,2,0,5,True,False
175,'624,624,Guinea-Bissau,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,78.37,True,Eligible for prospective scoring,0.15178088023088032,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,6,0,5,True,False
46,'178,178,Congo,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,111.15,True,Eligible for prospective scoring,0.15040634920634918,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,19,1,0,6,1,5,True,False
181,'716,716,Zimbabwe,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,26.11,True,Eligible for prospective scoring,0.148218759018759,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,Recorded positive production,18,2,0,1,0,5,True,False
197,'694,694,Sierra Leone,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,34.53,True,Eligible for prospective scoring,0.145727922077922,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,13,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,16,3,1,3,0,5,True,False
114,'404,404,Kenya,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,26.8,True,Eligible for prospective scoring,0.14330158730158735,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,0,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,20,0,0,2,2,5,True,False
124,'434,434,Libya,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,692.21,True,Eligible for prospective scoring,0.14263383838383845,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,2,1,5,True,False
251,'894,894,Zambia,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,507.93,True,Eligible for prospective scoring,0.14025964590964599,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,12,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,4,1,5,True,False
159,'566,566,Nigeria,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,47.7,True,Eligible for prospective scoring,0.1346284992784993,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,5,4,3,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,3,0,5,True,False
193,'678,678,Sao Tome and Principe,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,355.51,True,Eligible for prospective scoring,0.13368896103896105,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,38,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,No production source row,13,5,2,3,0,5,True,False
